ja,zh_Hans
神鳥の斬爪,神鸟的斩爪
東仙境の巣材,东仙境的巢材
遊海の鎚頭,游海的锤状头
墨色の盾鱗,墨色的盾鳞
幽霊艦の竜骨,幽灵船的龙骨
舳先の衝角,船首的撞角
氷竜の逆鱗,冰龙的逆鳞
堅氷の竜皮,坚冰的龙皮
石像の堅指,石像的坚指
三光の玉石,三光玉石
猛毒の手革,猛毒手革
魔獣の鋼角,魔兽的钢角
海龍の蛇腹骨,海龙的蛇腹骨
津波の溝牙,海啸沟牙
雷竜の逆鱗,雷龙的逆鳞
落雷の竜角,落雷龙角
火竜の逆鱗,火龙的逆鳞
炎上する竜牙,燃烧的龙牙
深海囚の槍腕,深海囚的枪腕
排撃する漏斗,痛击的漏斗
神竜の聖角,神龙的圣角
神竜の逆鱗,神龙的逆鳞
真っ赤な殻,纯红的甲壳
真っ青な殻,纯蓝的甲壳
茜色の小角,暗红的小角
紺碧の触手,深蓝的触手
幸福綿,幸福棉
枝分かれした尻尾,分叉的尾巴
暴虐の咬牙,暴虐的咬牙
干からびた茸,干瘪的蘑菇
氷姫の鋏牙,冰姬的钳牙
氷姫の光毛,冰姬的光毛
処刑者のカギ爪,处刑者的钩爪
処刑者のアギト,处刑者的颚齿
黄玉,黄玉
響岩,响岩
葉銅鉱,叶铜矿
黒玉,黑玉
千枚岩,千枚岩
磁鉄鉱,磁铁矿
鋼玉,刚玉
砕屑岩,碎屑岩
濃紅銀鉱,浓红银矿
赤碧玉,赤碧玉
蛇紋岩,蛇纹岩
異極鉱,异极矿
翡翠軟玉,翡翠软玉
白雲岩,白云岩
赤金鉱,赤金矿
星条青玉,星条青玉
黒耀岩,黑耀岩
風信子鉱,锆石矿
小さな花,小花
アンラの実,庵罗果
仏桑花,扶桑花
生緑藻,生绿藻
海ブドウ,海葡萄
水仙人掌,水仙人掌
焔模様の木の実,焰形树的果实
コケイチゴ,苔藓草莓
緋衣草,一串红
姫リンゴ,海棠果
水葵の花弁,雨久花的花瓣
睡蓮の浮葉,睡莲的浮叶
ミント草,薄荷草
命の蜂蜜,命之蜂蜜
タカロカイ,箭袋树
アンブロシア,安布罗希亚
鎧草の精油,欧白芷精油
乙女の麦星,少女的麦穗
しなる枝,韧性树枝
やわらかい樹皮,柔软的树皮
椰子の幹,椰子的树干
丈夫な木片,结实的木片
藍蓼の心材,蓼蓝的心材
深海樹の枝,深海树的枝条
枳殻の茎針,枳壳的茎针
火槐の分枝,火槐的分枝
鳳凰木のサヤ,凤凰木的豆荚
死色の細茎,死相的细茎
水晶のツタ,水晶藤蔓
鉄刀木,铁刀木
桃花心木,桃花心木
七葉樹の材木,七叶树的木材
白桐の樹皮,白桐的树皮
ケブラー繊維,芳纶纤维
銀河流木,银河流木
星屑の煌枝,群星的煌枝
強鋼の大牙,强钢的大牙
金属化した青皮,金属化的青皮
魔杖の鋼片,魔杖的钢片
重鉄の刃片,重铁的刃片
メディカ,药水
メディカⅡ,药水Ⅱ
メディカⅢ,药水Ⅲ
メディカⅣ,药水Ⅳ
アムリタ,甘露
アムリタⅡ,甘露Ⅱ
アムリタⅢ,甘露Ⅲ
ハマオ,神酒
ハマオⅡ,神酒Ⅱ
ネクタル,蜜酒
ネクタルⅡ,蜜酒Ⅱ
マドラ,甘雨
マドラⅡ,甘雨Ⅱ
テリアカα,底也伽α
テリアカβ,底也伽β
ラウダナム,阿片酊
ウニコウル,独角兽角
ブレイバント,勇士补药
ストナード,刚硬石胶
耐熱ミスト,抗热喷雾
耐氷ミスト,抗冰喷雾
耐雷ミスト,抗雷喷雾
耐斬ミスト,抗斩喷雾
耐壊ミスト,抗坏喷雾
耐突ミスト,抗刺喷雾
ファイアオイル,火焰油
フリーズオイル,冰冻油
ショックオイル,电击油
獣避けの鈴,避兽铃铛
獣寄せの鈴,引兽铃铛
アリアドネの糸,阿里阿德涅之线
変位磁石,变位磁石
斥候用の長靴,斥候专用长靴
火術の起動符,火术启动符
火炎術の起動符,火焰术启动符
氷術の起動符,冰术启动符
氷結術の起動符,冰冻术启动符
雷術の起動符,雷术启动符
雷電術の起動符,雷电术启动符
毒の香,毒雾香
麻痺の香,麻痹香
盲目の香,致盲香
睡眠の香,睡眠香
呪いの香,诅咒香
混乱の香,混乱香
簡易遠眼鏡,简易望远镜
テント,帐篷
力の宝典,力量宝典
知の宝典,智慧宝典
体の宝典,体力宝典
速の宝典,速度宝典
運の宝典,幸运宝典
割引券,折扣券
解剖用水溶液,解剖专用水溶液
ギルド証明書,公会证书
樹海の地図,树海地图
衛兵の記章,卫兵徽章
海珠,海珠
ベッコウバチの巣,玳瑁蛛蜂的巢
水晶刃のナイフ,水晶刃的小刀
蒼く輝く枝,闪烁蓝光的树枝
ポモナの果実,波摩纳的果实
不思議な大皿,不可思议的大盘
青灰色の燭台,青灰色的烛台
古代の貨幣,古代货币
美女の彫像,美女雕像
商会の小粋なツボ,商行的雅致壶
銀の輪,银环
大空を描いた石版,描绘天空的石板
大地を描いた石版,描绘大地的石板
人々を描いた石版,描绘众人的石板
年代物の鎧,古董铠甲
しぼんだ実,干瘪的果实
亡者の墓剣,亡者的墓剑
白亜の供物,白垩的供品
牡丹一毛,银莲花
日記の切れ端,日记残页
お供え物のお酒,用作供品的酒
少女の手紙,少女的信
光る棒状の物体,发光的棒状物体
滋養ある塩の結晶,滋补的盐结晶
白亜のススキ,白垩芒草
黄金のススキ,黄金芒草
幸せの四つ葉,幸运的四叶草
樹海の石,树海之石
暖かな石,温暖之石
緑死病の特効薬,绿死病特效药
竜神楽の鈴,龙神乐的铃铛
ドラゴンハート紅,龙之心 红
ドラゴンハート蒼,龙之心 苍
ドラゴンハート輝,龙之心 辉
星の鍵,星星钥匙
月の鍵,月亮钥匙
太陽の鍵,太阳钥匙
姫の親書,公主的亲笔信
海都からの進物,来自海都的贡品
異海の印,异海之印
大将軍の采配,大将军的令旗
アンドロの設計図,机器人的设计图
アマラントス,阿玛兰托斯
イブン・ガジの粉,伊本·卡兹之粉
王家の紋章,王家的纹章
星海の欠片,星海的碎片
空の玉碗,空之玉碗
攻撃のハンマー,攻击之锤
命中のハンマー,命中之锤
会心のハンマー,暴击之锤
力のハンマー,力量之锤
知識のハンマー,知识之锤
守りのハンマー,守护之锤
速さのハンマー,速度之锤
運のハンマー,幸运之锤
火炎のハンマー,火焰之锤
氷結のハンマー,冰冻之锤
電撃のハンマー,电击之锤
頭封じのハンマー,头部封印之锤
腕封じのハンマー,臂部封印之锤
脚封じのハンマー,腿部封印之锤
スタンハンマー,晕眩之锤
盲目のハンマー,致盲之锤
睡眠のハンマー,睡眠之锤
毒のハンマー,毒之锤
腐敗のハンマー,腐蚀之锤
混乱のハンマー,混乱之锤
麻痺のハンマー,麻痹之锤
呪いのハンマー,诅咒之锤
石化のハンマー,石化之锤
死のハンマー,死之锤
ハサミ切り,夹钳斩
毒鉄砲,毒枪
防護の粘膜,防护黏膜
海神の怒り,海神之怒
海雷のしずく,海雷之滴
パニックラッシュ,恐慌猛攻
毒の尻尾,毒尾
盲目のトゲ,致盲之刺
百足拘束,百足拘束
食いちぎり,撕咬
腐花蔦の舞,腐花藤之舞
絞め殺し,绞杀
大喰らい,大噬
力溜め,蓄力
押しつぶし,压溃
貪欲な毒牙,贪欲毒牙
仲間呼び,呼唤同伴
石化ブレス,石化吐息
ジャンピング,跳动
困惑の雄叫び,困惑吼叫
甲羅の守り,龟甲守护
破壊の大爪,破坏大爪
凶魚の宴,凶鱼之宴
腐乱の吐息,腐乱吐息
生命吸収,生命吸收
再生,再生
強靭な牙,强韧之牙
かばう,掩护
精神吸収,精神吸收
威圧の眼光,威慑目光
堅殻,坚甲
疫水吐き,疫水喷射
マッドインク,疯狂墨水
引き裂き,撕裂
アクアショット,水枪扫射
破壊の双牙,破坏双牙
大王への貢物,大王的贡品
氷雪の礫,冰雪碎石
手枷の牙,铐手之牙
衰弱の爪,衰弱之爪
鋏脚の一振り,钳脚一击
突進,突进
太古の呪い,太古诅咒
大放電,大放电
大発火,大燃烧
アイスオーラ,冰霜灵气
巻きつく足,缠绕之足
血の晩餐会,血之晚宴
毒のリンプン,毒鳞粉
大あくび,大哈欠
絡み付き,盘绕
火炎弾,火焰弹
乱れひっかき,乱抓
汚泥吐き,污泥喷射
ワームクラック,蠕虫断裂
ベビィファイア,迷你火焰
仲間を呼ぶ③,呼唤同伴③
バーンウィンド,燃烧之风
火炎の吐息,火焰吐息
デビルクライ,恶魔长啸
フレイムクロー,火焰利爪
威嚇,威吓
大突角,大突角
猛毒の竜牙,猛毒龙牙
粘着する蟻酸,粘附蚁酸
投げ飛ばし,投掷
防御陣形,防御阵型
貪欲な双爪,贪欲双爪
捕食,捕食
女帝の鉄槌,女皇铁锤
土けむり,扬尘
混乱の胞子,混乱孢子
ダブルファイア,双重火焰
様子を見る,观察
グレートスパイク,巨刺
咆哮,咆哮
安らぎの子守唄,安眠摇篮曲
爆炎撃,爆炎击
フローストラップ,冰冻陷阱
魚人の秘薬,鱼人的秘药
アイシクル,寒冰
防破の構え,防破架势
突撃,突击
疾風の刃,疾风利刃
雷撃,雷击
アイスバーン,冰霜冻结
破砕する牙,破碎之牙
威嚇のステップ,威吓踏步
ディノクラッシュ,恐龙碎击
対人発火装置,对人喷火装置
ディスエレメント,元素驱散
ゾーンアイシクル,寒冰领域
リープスラッシュ,跳跃斩击
クリスタルエッジ,水晶之刃
逆夢誘う独奏,引起反梦的独奏
魂魄揺する独唱,震撼魂魄的独唱
幻惑の邪眼,幻惑的邪眼
真っ向唐竹割り,迎头一刀两半
激しい地響き,强烈地震
圧砕する鋼牙,压碎钢牙
ゾーンサンダー,雷电领域
ゾーンブレイズ,火焰领域
氷獣使役法,冰兽使役法
ワイドカット,广域斩击
カウンター,反击
海神の断頭台,海神断头台
必殺の前歯,必杀前齿
粘つく電解液,粘附电解液
眠りの花粉,催眠花粉
舞い散る花びら,落英缤纷
稲妻呼び,唤雷
猪突猛進,奋力猛进
月の祈祷,月之祈祷
毒の息,毒息
うごめく枝葉,蠢动枝叶
痺れ胞子,麻痹孢子
ダイビングプレス,潜行压击
沈黙の爪,沉默之爪
石化の大針,石化大针
拡散する稲妻,扩散雷电
天雷,天雷
悪臭の霧,恶臭之雾
稲妻の一閃,迅雷一闪
まどろむ視線,微眠视线
狂乱の雄叫び,狂乱吼叫
神雷,神雷
消耗の結界,消耗结界
安らぎの燐光,宁静磷光
大切断,大切断
大鎌乱舞,大镰乱舞
呪いの胞子,诅咒孢子
荒れ狂うツタ,狂暴藤蔓
絡め取るツタ,缠绕藤蔓
灼熱地獄,灼热地狱
惑乱の瞳,惑乱之瞳
乱れ大喰らい,乱噬
体内放電,体内放电
狂惑ノイズ,狂惑噪音
手枷のツタ,铐手藤蔓
猛突進,猛突进
石化の瞳,石化之瞳
精神の枯渇,精神枯竭
寄生する毒,寄生毒
竜頭無双,龙头无双
七つの悪疫,七大恶疫
ハロウィーン,万圣节
自爆,自爆
チェンジ,交替
ほとばしる瘴気,瘴气四射
介錯回復,介错恢复
帝王の誇り,帝王荣耀
反撃の胞子,反击孢子
マッドスロー,疯狂投掷
ヒレうち,鳍击
ウィップリッパー,撕裂鞭打
大地震,大地震
沼水潜行,沼水潜行
沼中移動,沼中移动
逃走,逃跑
グランドベリー,巨腹攻击
オーシャンレイヴ,海洋咆哮
潮吹き,激流喷涌
大いなる調べ,伟大旋律
凍える引き波,冰冷离岸流
双覇の構え,双霸架势
天地双覇掌,天地双霸掌
分散,分散
集中,集中
ラインスライス,轨迹斩
パンチング,重拳击打
アイアンクロー,铁爪
ヒートレイ,热光线
ブリザードブレス,暴雪吐息
エレキフラッシュ,雷电闪击
エネルギー暴走,能量失控
嘆声,叹息声
妖しい霧,诡异雾气
薄氷の宴,薄冰之宴
雷神の怒り,雷神之怒
海の雫,海之滴
美しき歌声,美妙歌声
ブランディッシュ,刀剑狂舞
グラスプアーム,喷射臂
リベレイション,解放
渦雷,涡雷
バニッシュメント,隐踪匿迹
ダークプレス,暗黑压击
ソーンカッター,荆棘斩
バインラッシュ,藤蔓猛攻
スパインブレイズ,刺状烈焰
フローズンアイ,冰冻之眼
デスライトニング,死亡雷霆
リベレイト,限制解除
アキュミュレイト,积聚
食い千切り,撕咬
シャークラッシュ,鲨鱼猛攻
悪しき盾鱗,邪恶盾鳞
バラクーダ,超空泡鱼雷
焼玉式焼夷弾,内燃式燃烧弹
幻惑のオーロラ,幻惑极光
アレストマイン,妨碍水雷
油雨噴射砲,熔岩喷射炮
サンダーフェザー,雷电之羽
神速一閃,神速一闪
困惑の爪,困惑之爪
アイスクラッシュ,冰霜碎击
天駆る光,升天之光
臨界点突破,临界点突破
くすぶる鼻息,黑烟鼻息
火炎の息,火焰之息
縛り上げ,束缚
暴食,暴食
硬鱗,硬鳞
大寒波,大寒潮
激しい恨み,强烈怨恨
我慢,忍受
巻きつく触手,缠绕触手
乱れ刺胞,错乱刺胞
刈り取る触手,斩杀触手
吸い取る触手,吸收触手
双氷槍,双冰枪
氷恨息,冰恨息
氷柱,冰柱
双炎槍,双炎枪
炎脱息,炎竭息
炎柱,炎柱
双雷槍,双雷枪
雷縛息,雷缚息
雷柱,雷柱
竜の激震,龙之激震
究極の破滅,究极破灭
妖艶な微笑み,妖异微笑
薄幸の背中,薄命后背
嫉妬の吐息,嫉妒吐息
霧のはごろも,雾之羽衣
冷たい眼差し,冰冷眼神
悪魔のキッス,恶魔之吻
リフレクション,反射
マルチハンマー,多重锤
トリプルハンマー,三重锤
デステンタクル,死亡触手
スクィードプレス,乌贼压击
タイダルウェイブ,海啸
竜乱錐,龙乱锥
レストレイション,复原
スーパーノヴァ,超新星
黒焔翔,黑焰翔
緋凍拳,绯冻拳
碧雷閃,碧雷闪
グランドダイブ,宏伟俯冲
ウイングラッシュ,翅羽猛攻
古竜の息吹,古龙气息
マグマオーシャン,熔岩海洋
アイステンペスト,冰霜暴风
プロトンサンダー,质子雷击
偉大なる再生,伟大再生
名状し難き障壁,无以名状的障壁
霧のカーテン,雾帘
混沌への誘い,混沌诱惑
深淵への供物,深渊供品
デモンレイジング,恶魔之怒
ライジングクロー,高举之爪
カオステンタクル,混沌触手
元始の灼熱,原始灼热
穢れし氷河,污秽冰川
闇に吠える稲光,哮暗雷光
劈く嘶き,震耳嘶叫
桎梏のダンス,桎梏之舞
テイルボンテージ,绑缚之尾
神罰,神罚
報いの炎,报应之炎
現世への手招き,现世之邀
フォートレス,铁壁堡垒
コンシリエイト,安抚
リストレイント,克制
冷酷な眼差し,冷酷眼神
クルーエルティ,残酷
鬼薙ぎ,鬼斩
隼突き,隼刺
合戦の覇気,交战锐气
快刀乱麻,快刀斩乱麻
桜花の舞,樱花之舞
アイスブレス,冰霜吐息
氷河の再生,冰川再生
アイスシールド,冰霜护盾
絶対零度,绝对零度
リジェネ,重注生命
魔の子守唄,恶魔摇篮曲
ペトロボイス,石化之声
ダークネスコイル,暗黑之环
ポイズンテイル,猛毒之尾
サンダーブレス,雷电吐息
古竜の呪撃,古龙咒击
呪われし遠吠え,诅咒远嚎
恐ろしき竜牙,恐怖龙牙
竜の鉄槌,龙之铁锤
ファイアブレス,火焰吐息
とどろく咆哮,轰鸣咆哮
ドラゴンビート,龙之打击
レッドファング,赤牙
火竜の猛攻,火龙猛攻
水のヴェール,水帘面纱
大海原の侵食,海洋侵食
テイルコイル,尾环
フリージングアイ,冷酷之眼
フロストスマイル,冻结微笑
ライトニング,雷霆
テンタクルビート,触手打击
ヴァンパイアキス,吸血鬼之吻
太古の呪粉,太古咒粉
クライソウル,灵魂嚎哭
慈愛の抱擁,慈爱拥抱
子守唄,摇篮曲
這い寄る触手,悄然靠近的触手
六つの罪,六宗罪
腐食する体液,腐蚀体液
決死の産卵,殊死产卵
丸飲み,一口吞
捨て身の治療,舍身治疗
増殖,增殖
猛毒の種子,猛毒种子
断末魔の叫び,临终嚎叫
猛毒の胞子,猛毒孢子
自爆行動１,自爆行动1
痺れ爆発,麻痹爆炸
食いしばり,忍耐
ＡＴＴＡＣＫ,ATTACK
ＨＰブースト,HP提升
ＴＰブースト,TP提升
応急手当,急救措施
聞きかじりの経験,一知半解的经验
リミットブースト,极限提升
ＡＧＩブースト,AGI提升
ＬＵＣブースト,LUC提升
逃走ブースト,逃跑提升
伐採,砍伐
採掘,采掘
採取,采集
王家の血統,王家血统
キングスマーチ,国王进行曲
ロイヤルベール,皇家面纱
王者の凱歌,王者凯歌
リインフォース,强化恢复
王たる証,王之证
攻撃の号令,攻击号令
防御の号令,防御号令
覇気の号令,锐气号令
エクスチェンジ,转换
リニューライフ,新生
リセットウェポン,武器重置
ファイアアームズ,火焰武装
フリーズアームズ,冰冻武装
ショックアームズ,电击武装
エミットウェポン,武器解放
予防の号令,预防号令
庇護の号令,庇护号令
クイックオーダー,迅敏号令
常在戦場,不离战场
剣マスタリー,剑精通
鎚マスタリー,锤精通
アベンジャー,复仇者
スタンアタック,晕眩攻击
ワイドエフェクト,效果扩散
チャージ,蓄势
狂戦士の誓い,狂战士誓言
ウルフハウル,野狼嚎啸
無我の境地,忘我境界
ブレイク,突破
ラッシュ,猛攻
バインドカット,捆缚斩击
ランページ,暴怒
ブレイドレイヴ,乱舞
クラッシュブロー,崩坏碎击
アームブレイカー,臂之破坏者
フリーズンブロー,冰冻打击
ナインスマッシュ,九重猛击
ガーディアン,守护者
槍マスタリー,枪矛精通
盾マスタリー,盾精通
パリィ,格挡
マテリアルパリィ,属性格挡
ガードヒール,防御恢复
決死の防壁,殊死屏障
挑発,挑衅
リバイブ,恢复
チェンジステップ,交替踏步
ブリッツリッター,雷电冲击
ロングストライド,阔步远攻
ラインガード,同列守护
ファイアガード,火焰守护
フリーズガード,冰冻守护
ショックガード,电击守护
ディバイドガード,分担守护
オーバーガード,超限守护
警戒行進,警戒行进
トリックスター,欺诈师
突剣マスタリー,刺剑精通
銃マスタリー,枪械精通
我流の剣術,自成一派的剑术
幸運の女神,幸运女神
イーグルアイ,鹰眼
クイックドロー,快枪扫射
ラピッドファイア,高速射击
チェイスフレイム,火焰追击
チェイスアイス,冰霜追击
チェイスサンダー,雷电追击
インザダーク,致盲突刺
ハンギング,绞首刑
チェイスセーバー,斩击追击
チェイスブロー,坏击追击
チェイススラスト,刺击追击
ミリオンスラスト,百万突刺
トラブルメイク,诱敌近身
煙りの末,烟雾之后
首切,割首
潜伏,潜伏
軽業,杂技
肉弾,肉弹
短剣マスタリー,短剑精通
忍法　水鏡,忍法 水镜
忍法　招鳥,忍法 唤鸟
忍法　雲隠,忍法 云隐
忍法　分身,忍法 分身
忍法　撒菱,忍法 撒菱
忍法　陽炎,忍法 阳炎
忍法　猿飛,忍法 猿飞
忍法　含針,忍法 含针
影縫,影缝
鷹乃羽,鹰乃羽
飯綱,饭纲
多元抜刀,多元拔刀
遁走の術,遁走之术
錬気の法,练气法
拳マスタリー,拳精通
行者の功徳,行者的功德
行者の利益,行者的庇佑
血返しの法,返血法
チャクラの覚醒,脉轮觉醒
気功拳,气功拳
ヒーリング,治愈
パーティヒール,全体治愈
フルヒーリング,完全治愈
カウンターⅠ,反击Ⅰ
カウンターⅡ,反击Ⅱ
リフレッシュ,重振
リザレクト,复苏
バインドリカバリ,捆缚解除
ラインヒール,队列治愈
壊炎拳,坏炎拳
暗黒拳,暗黑拳
火渡りの行,渡火的行进
エーテルマスター,以太大师
炎マスタリー,炎精通
氷マスタリー,冰精通
雷マスタリー,雷精通
リターンエーテル,以太归还
特異点定理,奇点定理
エーテル圧縮,以太压缩
ダークエーテル,暗黑以太
メテオ,陨石
炎の星術,炎之星术
炎の連星術,炎之连星术
炎の先見術,炎之预言术
氷の星術,冰之星术
氷の連星術,冰之连星术
氷の先見術,冰之预言术
雷の星術,雷之星术
雷の連星術,雷之连星术
雷の先見術,雷之预言术
星体観測,星体观测
獣の心,兽之心
獣王マスタリー,兽王精通
獣たちの友情,野兽们的友情
捨身の心得Ⅰ,舍身的心得Ⅰ
捨身の心得Ⅱ,舍身的心得Ⅱ
獣の警戒,野兽的警戒
ビーストロア,野兽怒号
ドラミング,擂胸
ビースト帰還,野兽回归
大鳥招来,大鸟招来
大蛇招来,大蛇招来
土竜招来,鼹鼠招来
毒アゲハ招来,毒凤蝶招来
暴れ野牛招来,狂暴野牛招来
催眠梟招来,催眠枭招来
巨象招来,巨象招来
剣虎招来,剑虎招来
獅子王招来,狮子王招来
不定型生物招来,无定型生物招来
ジャイアントキル,巨人杀手
弩マスタリー,弩炮精通
エクステンド,延续
ナイトビジョン,夜视
ダブルアクション,双重射击
正射必中,正射必中
照明弾,照明弹
発煙弾,烟雾弹
スナイプⅠ,狙击Ⅰ
ヘビーショット,猛烈射击
ランダムショット,随机射击
スナイプⅡ,狙击Ⅱ
高速徹甲弾,高速穿甲弹
ファイアバラージ,火焰弹幕
前陣迫撃砲術,前阵迫击炮术
アイスバラージ,冰霜弹幕
サンダーバラージ,雷电弹幕
レインフォール,弹雨
アンブッシュ,埋伏
大自然の恵み,大自然的恩惠
五分の魂,弱者的气魄
ブレイブハート,无畏之心
キャンプマスター,野营大师
解体マスター,拆解大师
野生の嗅覚,野生的嗅觉
鳴かずば討たれず,明哲保身
怪我の功名,歪打正着
弱り目に祟り目,祸不单行
不思議な種,神秘的种子
応急蘇生,应急复苏
みちくさ,打发时间
二毛作,一年两熟
安全歩行,安全步行
帰宅マスター,归宅大师
アメニモマケズ,无畏风雨
探知マスター,探知大师
収穫マスター,收获大师
弐の太刀,贰之太刀
刀マスタリー,刀精通
介錯,介错
血染めの朱槍,染血的朱枪
士気回復,士气恢复
精神統一,全神贯注
柄落し,柄击
明星,明星
禍時,祸时
五輪の剣,五轮之剑
大武辺者,大武道家
一騎当千,一骑当千
先陣の名誉,前锋名誉
殿軍の誉れ,后卫声誉
野伏せの陣立,埋伏布阵
一斉射撃,齐射
乱れ竜の陣,乱龙之阵
逃げるが勝ち,走为上策
省エネ,节能
オーバーヒート,过热
抗体培養,抗体培养
電磁バリア,电磁护罩
暗視,暗视
データ解析,数据分析
レッドボット,红色无人机
ブルーボット,蓝色无人机
イエロボット,黄色无人机
補給,补给
リフレクター,反射盾
シュート,射击
一斉攻撃,同时攻击
ロケットパンチ,火箭飞拳
ロケット頭突き,火箭头锤
ロケットジャンプ,火箭跳闪
ＨＰ砲,HP炮
パージ,全卸除
パーツ回収,部件回收
クロススラッシュ,十字斩击
決死の覚悟,殊死觉悟
突撃陣形,突击阵型
無明剣,无明剑
守護陣形,守护阵型
武息,武式呼吸
必殺陣形,必杀阵型
イージスの護り,神盾守护
業火,业火
風魔陣形,风魔阵型
イージスの護りⅡ,神盾守护Ⅱ
サングレイザー,掠日彗星
介護陣形,照护阵型
イージスの盾,神盾
クインテセンス,第五元素
スターバスター,星爆
幸運のハンマー,幸运之锤
ウロボロスの盾,衔尾蛇之盾
イモータル,永生不灭
パイ　ファ,海 农
パイ　シノ,海 忍
パイ　モン,海 武
シノ　プリ,忍 王
シノ　ウォ,忍 战
シノ　ファ,忍 农
シノ　ドー,忍 机
バインドフェザー,捆缚之羽
巻きつき,缠绕
足ひっかき,绊脚
野牛の行進,野牛行进
眠りの粉,催眠粉
デスファング,死亡之牙
眠れる獅子,沉睡的狮子
朽ち果てる液体,腐朽的液体
猛虎反撃,猛虎反击
獣王の威光,兽王威光
ゾデ　シノ,占 忍
ゾデ　バリ,占 弩
パイ  V ,海 兽 
メディカ系,药水类
アムリタ系,甘露类
ハマオ系,神酒类
ネクタル系,蜜酒类
ソーマ系,灵药类
テアリカα,万能药α
テアリカβ,万能药β
ディスチャージ,释放
剣虎カウンター,剑虎反击
感染,感染
レストアマーク,恢复印记
ラストチェイス,最终追击
アシナガダコ,长腕章鱼
八羽根トビウオ,八翅飞鱼
ランタンイカ,提灯乌贼
闇ウツボ,暗黑裸胸鳝
猛毒オコゼ,猛毒虎鱼
ナナホシイワシ,七星沙丁鱼
白銀サンマ,白银秋刀鱼
イシブダイ,石鹦嘴鱼
北海ガレイ,北海比目鱼
西海アナゴ,西海星鳗
ダイミョウスズキ,大名鲈鱼
海のミルク,海底牛奶
ナイバーン,大石斑鱼
ミナミアカウニ,南海红海胆
海菖蒲,海菖蒲
大海スッポン,大海甲鱼
具足エビ,具足龙虾
オオトラフグ,大虎河豚
皇帝ガニ,皇帝蟹
大王マグロ,大王金枪鱼
勇魚皮,鲸皮
勇魚肉,鲸肉
勇魚骨,鲸骨
勇魚油,鲸油
勇魚の肝臓,鲸肝
勇魚のヒゲ,鲸须
アモロスギ,阿莫罗杉
テラロッサ,红色石灰土
巨大ザリガニの鋏,巨大鳌虾钳
１００エン銅貨,100元铜币
カバカバ,卡瓦卡瓦
アダンの実,露兜果
パンノキの実,面包果
ミツツボアリ,蜜罐蚁
光サルパ,光海樽
ブルアント,斗牛犬蚁
黒コショウ,黑胡椒
硝石,硝石
ロック銀,银块
５００エン銀貨,500元银币
悪鬼貝,骨螺
巨大ケルプ,巨大褐藻
テヅルモヅル,蔓蛇尾
琥珀,琥珀
鉄鉱石,铁矿石
サンゴの首飾り,珊瑚项链
アクマウリ,恶魔瓜
乳香,乳香
更紗,花布
アモロキビ,阿莫罗甘蔗
象牙,象牙
カカオの実,可可果
ガルム,鱼酱
キルケーチョコ,瑟西巧克力
象牙の根付,象牙扣
１０００エン金貨,1000元金币
プラチナ貨幣,白金币
近海の交易品,近海贸易品
遠国との交易品,远国贸易品
破れた海賊旗,破损的海盗旗
血塗れた海賊旗,染血的海盗旗
南国カワハギ,南国剥皮鱼
オオヤリイカ,大枪乌贼
大陸マンボウ,大陆翻车鱼
ダイマオウイカ,大魔王乌贼
ビスケット,航海硬饼干
乾燥えんどう豆,干燥豌豆
アモロ羊のチーズ,阿莫罗羊奶酪
ライムの木の実,青柠
干しぶどう,葡萄干
ザワークラフト,酸菜
バカラオ,咸鳕鱼干
ハムユイ,腌石首鱼干
塩漬け肉,咸肉
勇魚ベーコン,鲸肉培根
ゾウガメ,象龟
カルバリン砲,寇非林炮
カロネード砲,短重炮
フォアマスト,前桅
ラティーンセイル,尾桅
南洋イルカの像,南洋海豚像
セドナの神像,塞德娜神像
大漁旗,大渔旗
大きな大漁旗,巨型大渔旗
投網,手抛网
敷き網,敷网
名人ネッドの大銛,捕鲸手尼德的大鱼叉
捕勇魚砲,捕鲸炮
鋼刃衝角,钢刃撞角
鉄板装甲,铁板装甲
魚型の小さな旗,鱼形小旗
トロール網,曳网
海賊討伐旗：南海,海盗讨伐旗：南海
海賊討伐旗：北海,海盗讨伐旗：北海
黒き石碑の欠片,黑色石碑碎片
博物全誌の切れ端,博物志残页
博物全誌武具編Ⅰ,博物志武具篇Ⅰ
博物全誌武具編Ⅱ,博物志武具篇Ⅱ
博物全誌武具編Ⅲ,博物志武具篇Ⅲ
博物全誌武具編Ⅳ,博物志武具篇Ⅳ
博物全誌武具編Ⅴ,博物志武具篇Ⅴ
博物全誌武具編Ⅵ,博物志武具篇Ⅵ
博物全誌武具編Ⅶ,博物志武具篇Ⅶ
博物全誌武具編Ⅷ,博物志武具篇Ⅷ
博物全誌武具編Ⅸ,博物志武具篇Ⅸ
博物全誌武具編Ⅹ,博物志武具篇Ⅹ
斬攻撃スキル,斩属性攻击技能
防御補助スキル,防御辅助技能
攻撃補助スキル,攻击辅助技能
突攻撃スキル,刺属性攻击技能
回復スキル,恢复技能
防御スキル,防御技能
炎攻撃スキル,炎属性攻击技能
氷攻撃スキル,冰属性攻击技能
無属性攻撃スキル,无属性攻击技能
雷攻撃スキル,雷属性攻击技能
壊攻撃スキル,坏属性攻击技能
特殊攻撃スキル,特殊攻击技能
吸収スキル,吸收技能
フォレストウルフ,森林狼
ダイアーウルフ,恐狼
火炎ネズミ,火焰鼠
